scenario_name,game_name,run_profile,model_mode,condition_label,episodes_n,pair_total_payoff_mean,agent_1_payoff_mean,agent_2_payoff_mean,agent_1_mean_overall_state,agent_2_mean_overall_state,agent_1_negative_state_share,agent_2_negative_state_share,game_metric_name,game_metric_value,interpretation_guardrail
S2,Prisoners Dilemma,paper,integrated_model,hybrid-neutral-neutral__vs__fixed-always_cooperate,20,1200.0,600.0,600.0,0.28061322565857466,0.33284164847625614,0.0,0.0,mutual cooperation rate,1.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Prisoners Dilemma,paper,integrated_model,hybrid-neutral-neutral__vs__fixed-always_defect,20,442.0,186.0,256.0,-0.3885478976043458,-0.13025232937955775,1.0,0.495,mutual cooperation rate,0.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Prisoners Dilemma,paper,integrated_model,hybrid-neutral-neutral__vs__fixed-tit_for_tat,20,1200.0,600.0,600.0,0.28061322565857466,0.33284164847625614,0.0,0.0,mutual cooperation rate,1.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Prisoners Dilemma,paper,integrated_model,emotional-neutral-neutral__vs__fixed-always_cooperate,20,1200.0,600.0,600.0,0.28061322565857466,0.33284164847625614,0.0,0.0,mutual cooperation rate,1.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Prisoners Dilemma,paper,integrated_model,emotional-neutral-neutral__vs__fixed-always_defect,20,643.0,119.0,524.0,-1.0426321615990903,-0.4644923791770598,1.0,0.825,mutual cooperation rate,0.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Prisoners Dilemma,paper,integrated_model,emotional-neutral-neutral__vs__fixed-tit_for_tat,20,1200.0,600.0,600.0,0.28061322565857466,0.33284164847625614,0.0,0.0,mutual cooperation rate,1.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Prisoners Dilemma,paper,integrated_model,rational__vs__fixed-always_cooperate,20,1000.0,1000.0,0.0,0.49858533238934266,-0.910371174830786,0.0,1.0,mutual cooperation rate,0.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Prisoners Dilemma,paper,integrated_model,rational__vs__fixed-always_defect,20,400.0,200.0,200.0,0.12327453469561324,0.12327453469561324,0.0,0.0,mutual cooperation rate,0.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Prisoners Dilemma,paper,integrated_model,rational__vs__fixed-tit_for_tat,20,403.0,204.0,199.0,0.11850965245892442,0.11852143047322745,0.0,0.025,mutual cooperation rate,0.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Battle of Sexes,paper,integrated_model,hybrid-neutral-neutral__vs__fixed-always_cooperate,20,1000.0,600.0,400.0,0.7424153008332824,0.7693205844218222,0.0,0.0,agreement rate,1.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Battle of Sexes,paper,integrated_model,hybrid-neutral-neutral__vs__fixed-always_defect,20,87.5,35.0,52.5,-0.7596275226015693,-0.5088158978137224,1.0,0.9924999999999999,agreement rate,0.0875,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Battle of Sexes,paper,integrated_model,hybrid-neutral-neutral__vs__fixed-tit_for_tat,20,1000.0,600.0,400.0,0.7424153008332824,0.7693205844218222,0.0,0.0,agreement rate,1.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Battle of Sexes,paper,integrated_model,emotional-neutral-neutral__vs__fixed-always_cooperate,20,676.25,405.75,270.5,0.034205423879542673,0.14994914071996124,0.362,0.3605,agreement rate,0.67625,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Battle of Sexes,paper,integrated_model,emotional-neutral-neutral__vs__fixed-always_defect,20,260.0,104.0,156.0,-0.41161137135941606,-0.1572018917969994,0.761,0.75025,agreement rate,0.26,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Battle of Sexes,paper,integrated_model,emotional-neutral-neutral__vs__fixed-tit_for_tat,20,951.0,518.85,432.15,0.6104903727623006,0.6981969070159716,0.0655,0.05975,agreement rate,0.951,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
